postalCode,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count
78377,51803,3712,37.7,24008,507,95
77459,107692,69546,38.4,46855,2363,2314
77024,116920,38379,43.7,90865,2401,578
78251,65233,60107,31.9,28100,5177,1866
76234,65470,16187,38.3,33970,1945,412
77024,116920,38379,43.7,90865,2401,578
77040,56974,48290,34.8,30676,6936,1506
77075,53633,43933,30.6,20456,7230,1059
75243,40954,67848,31.6,26488,15939,2158
77520,47817,35970,32.7,22558,6262,1600
77640,35236,15796,39.4,19441,3909,717
78251,65233,60107,31.9,28100,5177,1866
90033,35548,47583,31.1,14851,14854,1134
95125,116708,53574,41.9,64401,2915,1555
95382,69720,38343,35.9,32078,4664,1326
92595,74735,33642,36,27128,3458,1342
95818,80938,21732,40.3,52650,3506,777
95825,37956,35825,31.8,24738,11710,2146
91767,57521,50264,32.7,21302,10604,2273
94565,67772,96081,34,26187,13558,4596
92054,60017,42173,34.3,32014,4649,1463
96080,41617,28487,42.8,24053,5512,1111
91950,45712,62639,33.6,20983,11463,2071
95380,45901,42672,33.3,21882,8609,1866
95348,45195,34241,28.2,21246,8912,1919
95037,120864,51652,39.7,52449,3018,1175
96094,51862,6556,47.1,35911,951,201
92376,52618,87027,29.3,17166,16666,5151
92407,63171,69222,28,19507,14210,3723
92410,30072,45641,27.4,12764,17867,2315
92335,50730,99284,29,16138,19875,4565
92128,97952,51066,43.8,48630,2473,1360
92154,64942,86811,35.3,21034,9586,3726
92071,83712,57511,38.8,34043,3640,1697
92020,55666,58742,34.9,26344,11421,2664
91801,55832,54479,40.1,29698,7700,1512
91950,45712,62639,33.6,20983,11463,2071
91764,56168,54825,31.7,21097,9346,2228
91773,84355,34496,41.2,36302,2895,531
91762,56881,60699,32.5,21103,9365,2361
43207,43839,47265,36.8,21048,10901,2091
44663,46816,24914,41,25772,4131,528
44256,78924,62916,42.2,38406,4009,1006
43537,75270,27097,43.8,41695,1842,489
45044,52007,54680,35.5,27862,10690,1855
45640,46104,16079,40,21548,3322,697
92708,84509,57416,43.9,37851,4990,1325
92708,84509,57416,43.9,37851,4990,1325
92651,126469,24746,52,92802,1609,859
92629,100243,26744,48.2,62317,1477,739
70058,47935,38334,36.5,24082,6758,1020
62703,38382,30910,34.3,21489,9088,1684
70458,62761,37140,40.2,31270,4734,1226
70438,38333,19009,40.9,19749,4108,759
70345,56828,9677,39.6,25671,1266,262
70360,66398,29215,37.4,33008,4346,789
70119,36785,38255,36.1,26552,8261,1515
70122,36939,37298,37.5,24910,8079,1561
70118,43743,36194,32.7,34865,8392,1410
70072,50954,56308,39.4,24407,9249,2117
70056,51182,40399,35,26424,7170,1557
70001,51132,38876,40.6,33095,5647,939
70001,51132,38876,40.6,33095,5647,939
42330,43614,8960,40.8,21703,1618,232
42066,39213,23285,40.6,21585,4559,1102
41501,35291,23078,38.2,25595,6296,719
41056,37484,13947,40.8,24786,2680,350
41094,73948,15769,35.2,33908,1916,248
40965,24556,12415,43.2,16879,4719,239
19804,58825,17453,39.8,28790,2006,806
19702,77164,55192,34,34544,4691,2190
19720,60409,61324,38.2,28939,7525,2373
96080,41617,28487,42.8,24053,5512,1111
95823,44981,79272,30.8,18230,19229,4022
95901,49759,33442,31.3,22208,6872,1236
95642,54004,6826,51.5,32330,421,188
95660,45328,36472,31.3,17712,9456,965
98466,63852,28465,36.4,35902,2705,903
98662,61170,32430,37.1,28735,3342,1012
2149,60264,45596,34.3,26611,6034,1397
2719,65763,16026,45.7,34589,1182,419
2721,37059,26268,38.1,21432,5397,924
1826,88440,31101,39.3,37188,2320,810
1923,84842,27457,44.9,41545,1516,472
2122,60474,25059,34.7,28906,4599,1434
2124,53174,55821,33.7,27545,12066,2763
1013,40594,23065,35.5,23656,4603,825
1020,58226,30097,44.3,30280,3197,1003
1510,66094,13899,38.6,34020,1015,324
2150,53335,39842,33.3,24336,7402,1128
10025,85930,92805,41.3,72802,12890,3434
10027,46113,64548,31,32087,16555,1627
90013,21676,11937,44.1,39316,5347,594
90025,83655,47967,33.6,53136,5491,1624
50613,61379,44154,27.8,32718,7241,853
30189,87366,38550,38.7,38647,2121,718
47421,49613,27370,44.1,26079,3244,679
6320,39721,27074,31,24342,6759,1257
6870,220642,7506,42.4,106114,316,63
80033,54785,25323,42.4,35416,3025,568
81004,34792,26033,37.4,20746,7003,1194
80439,107262,24687,47.6,56174,1253,424
80209,87333,25271,37.7,70844,1673,695
80224,64254,19253,37.4,38905,2538,448
61101,35054,19546,34.7,17774,6159,1475
10940,61367,49068,38.5,30419,7362,959
11720,106013,28556,37.2,39253,1846,695
13790,45114,17875,37.5,25767,2924,460
11725,128369,29578,46.8,52590,1149,582
14450,83593,41035,46.8,42687,2482,639
88310,45053,36282,38.1,24907,5921,997
89403,61992,15775,44.2,28912,1601,566
89123,66710,60138,39.1,34983,5331,1763
11961,65600,13330,48.5,34842,1011,257
88240,58531,40860,30.7,24259,7278,1244
87020,34726,11172,37.1,19841,2692,481
13502,41333,32542,37.1,25436,6449,1355
11010,108952,25068,42.5,38129,823,632
19560,61688,7750,43.5,31079,797,153
56304,46142,16641,34.8,26533,3244,383
48879,61193,17959,40.7,28672,1540,305
26041,40374,15947,44.4,21548,2709,397
82609,65615,17656,37,37099,1941,376
17844,56842,10151,39.1,26443,801,255
15132,30599,21289,45.3,21018,6353,1206
17340,68941,10884,42.5,31964,431,214
17745,44683,18753,34.3,23371,3554,460
18235,57950,19059,47.1,28504,2420,545
17601,72484,52301,42.7,39336,3403,778
17601,72484,52301,42.7,39336,3403,778
15901,15204,3417,52.8,13995,1531,156
19348,92107,23537,41.4,50684,1383,600
15904,56828,15812,45,28804,1177,282
15701,45353,34184,31.4,26108,5879,1215
19043,52574,2331,42.8,38914,249,54
17111,68167,32603,41.5,33819,1320,680
19440,72792,19100,41,37668,916,329
85034,27391,4772,28.7,15735,1896,233
85043,50873,39757,26.7,16552,8823,1250
85381,78810,25446,42.3,34343,1270,911
85344,40685,10741,40,20946,2698,394
85201,38180,51519,31.5,19882,12469,1769
85210,40811,40919,30.4,20268,11112,1601
85305,71080,12760,34.6,30827,1173,276
85307,56327,11212,29,21232,1646,252
85308,76116,66057,40.7,35639,5449,1871
85338,74517,48517,35.3,28826,4327,895
85233,85419,35284,35.9,37970,1988,819
85301,31410,68300,29.8,14876,23072,2469
85301,31410,68300,29.8,14876,23072,2469
85302,45556,40434,35.6,23024,7476,806
85306,61439,25206,38.2,26801,2757,674
85308,76116,66057,40.7,35639,5449,1871
3079,83343,29133,44.2,42460,1270,747
68803,56788,24780,39.4,30717,2627,442
68847,55236,16828,34.4,28405,2490,170
2762,98280,9088,44.3,43304,463,186
2538,68395,3652,39.1,30474,557,90
2601,49031,15215,40.9,26552,2360,512
2453,76856,28877,32.2,39250,3339,714
2472,97466,35387,38.7,53953,2766,883
49749,49688,3992,53.8,29082,389,144
49686,63945,33069,45.5,36620,3237,812
49677,39961,7254,44.4,21449,1410,221
49686,63945,33069,45.5,36620,3237,812
49646,46947,8459,43.6,25027,1354,299
49548,48314,33303,33.4,20649,6401,897
49505,49322,32068,35.7,26766,4941,948
49464,74663,28770,37.2,29558,1156,534
49453,76250,2459,55.3,41405,323,0
49461,60428,9300,43.3,27998,728,172
49442,37332,41478,33.4,17906,9988,1790
49423,56981,45487,34.4,27736,4803,1009
49424,66948,48386,36.3,31501,4310,984
49418,66486,28383,36,33147,1965,438
49412,53271,11333,40.8,25059,1811,166
53511,46025,49191,37.9,23321,9868,2022
22046,137913,18401,40.1,66052,574,393
24078,36306,6858,43.5,20312,1293,291
23320,73321,56765,36.8,36709,3911,1545
22902,64560,24539,35.9,38205,4015,371
23320,73321,56765,36.8,36709,3911,1545
22015,133286,44852,40.1,50325,1903,736
98502,66737,34800,38.9,37604,5954,1209
98684,65664,29433,34.8,30398,2932,1031
95126,92788,35988,34.1,54954,4672,1027
92054,60017,42173,34.3,32014,4649,1463
93060,58352,34181,33,22877,4887,1283
92021,56863,71321,34.6,25108,13376,3147
92683,61813,91376,42.3,27611,14446,2449
91205,43769,37618,41.4,25138,7503,1580
91210,159500,689,35.2,93135,188,21
91342,70106,96487,34.5,23545,12958,2140
93551,92500,51085,37.1,34888,4080,1909
92879,66638,46920,34.4,26427,6309,1393
90023,41308,46780,32,14157,11808,1667
92324,51105,59409,31,20279,8821,2113
95337,80351,37706,34.8,29711,3097,1372
92320,52983,8597,47.4,27865,978,303
93611,87379,48473,35.8,33430,3235,1383
94706,91588,21040,36,47251,1939,464
90059,41995,45952,26.9,13197,13897,2006
63368,98202,46839,36.4,39803,2058,762
55431,81622,18337,44,42254,1010,329
55344,69264,17097,32.4,41131,1940,480
55411,39397,31850,26.3,17371,9765,1937
37405,57627,16163,36.7,40063,1905,352
37620,40019,38969,43.3,24141,7201,1168
57104,38290,26046,32.8,23047,4700,535
57701,44895,45670,35.3,25269,9227,1211
29118,47458,17232,38.3,24692,2687,367
29662,60051,15696,38.9,28841,1690,318
29405,35240,29677,35.7,20758,6910,930
29418,39577,22832,36.9,24460,4660,823
29418,39577,22832,36.9,24460,4660,823
29461,58946,37133,38.4,25912,4287,743
29576,56060,31037,59.1,34239,2789,667
29053,41847,17852,36.9,18603,4331,855
29212,69130,29586,42.5,37164,2264,609
29334,62000,13648,33.2,27333,1404,498
29501,49658,46516,39.3,30863,6462,1636
29532,31921,20775,41,20500,4847,1069
2903,35425,10542,29.5,39537,2753,587
29010,31317,12469,41.4,17243,2453,347
29303,35452,25089,30.7,16484,5584,824
29511,52565,4986,41.2,25034,763,50
29803,63809,38920,48.7,36361,2971,836
46250,56487,19001,34.3,40162,1098,357
46225,34962,6354,36.4,18860,1196,283
46220,68725,36731,36.2,47032,2524,725
46112,80394,37047,37.6,35099,1387,693
46123,90960,35617,36.6,38228,1400,936
46032,102143,48853,38.3,61118,2081,652
46037,113910,42231,36.1,49378,1086,600
46012,44487,19394,42,24658,3392,615
85251,61379,41575,37.6,50751,7022,1125
85284,111420,18945,42.6,55714,984,398
85012,67230,7012,42.5,53630,824,191
85017,32237,41993,26.4,13334,14062,1329
85022,55614,51426,39,33913,6898,1586
86314,47568,38932,41.6,23482,6423,884
70047,89109,12326,40.3,38301,755,371
70433,71708,37896,39.6,37307,3903,1017
71112,52982,35061,34.5,25848,4974,1117
41164,30844,13030,42.3,16226,4153,350
42765,39400,6429,36.3,19527,918,168
42437,42318,8618,32.2,20787,2066,403
40218,44587,34424,34.6,24032,6358,1365
40223,78076,23329,41.3,44974,708,469
40291,70234,37857,39.6,32783,2172,606
42431,47517,26055,40.6,25359,4721,700
40219,46931,39537,36.3,24033,6508,1020
40222,73220,21943,41.6,50757,1198,406
40228,66687,16182,42.6,32417,1234,316
40214,41449,45352,36.8,23016,9131,1648
40219,46931,39537,36.3,24033,6508,1020
40213,42437,16221,37.9,27405,2376,540
40218,44587,34424,34.6,24032,6358,1365
40511,60774,33116,35,27889,4316,931
42539,35183,9696,42.7,18454,2205,317
40505,36729,25426,41,22554,5943,1156
40509,74560,40186,35.6,42160,3741,871
40229,58685,38879,36,25173,3894,1150
42240,40306,41743,36.7,23279,8887,1444
42240,40306,41743,36.7,23279,8887,1444
42420,43178,38379,41,24557,7303,856
42748,40601,8882,40.6,21831,1313,214
26505,38396,39600,25.1,25392,11999,1770
75042,46704,39178,31.6,18443,8194,1184
78624,60020,21945,50.3,33975,2656,397
66062,94223,80489,35.1,39651,3770,1312
66102,34410,31664,29.6,15730,8921,1612
66103,39110,13570,31.3,23730,3583,341
66112,47952,13229,36.3,23660,1604,709
64101,0,278,36.8,32422,23,12
66012,71583,11561,41.6,32302,952,324
47807,21288,12313,28.5,13390,5070,808
47905,57394,41910,36,29905,5678,1076
47906,46594,75899,22.6,23804,20150,1536
47546,59603,21137,40.9,31854,2129,173
47404,39424,23466,30.4,23347,7224,833
47129,40549,19669,40.4,23227,2861,655
46805,43056,21207,35.1,24405,3798,422
46637,56109,15251,36.5,30653,1710,315
46802,34658,10235,32.7,21649,3033,426
2818,103873,18190,46.2,59031,953,459
2909,35486,40572,30.4,18529,11798,2092
46526,54187,32513,36,24312,4495,629
46706,54368,18298,40.7,29877,1500,467
17403,52005,39641,36.5,29187,7027,1725
18951,71690,34904,42.9,35689,2131,918
19464,59812,46918,38.4,30465,5722,1530
15146,61886,27879,45,34407,2350,653
16148,53413,16233,50,33513,1508,440
17350,54920,12876,43.8,27387,1301,304
15601,58080,57955,46.8,33030,6191,1154
15090,111405,23538,42.7,58942,1016,525
15101,85178,25077,44.4,43361,1126,344
15237,80520,42227,44.7,44541,1438,944
15238,95373,13019,49.1,67536,666,254
16066,103947,30380,40.1,49900,980,564
17019,73370,18392,42.8,34610,989,435
75090,40607,24580,33.4,19053,5661,733
79606,62774,25290,33.5,32663,2463,423
75246,26090,2357,38.4,28942,901,71
78557,35191,14022,30.1,13605,4387,451
59701,41340,33646,39.4,25970,6384,848
59718,63579,35923,31.7,35391,3982,526
59828,51146,5781,46.2,26603,639,245
59801,37410,32653,29.4,25262,7626,1012
59404,62554,27618,41.5,33967,2239,431
45224,47184,21402,43.4,27570,3516,577
43062,82926,29460,38.2,34165,1748,508
43213,39950,33551,33.9,22493,7192,1471
44057,63440,19482,42,27638,1670,527
43031,71577,13408,41.1,33803,897,299
43068,62562,55225,34.7,29235,5012,1429
43068,62562,55225,34.7,29235,5012,1429
44131,85625,20532,49.9,42096,910,412
43223,35975,25963,34.4,16246,7713,580
44830,40508,18690,39,24402,4400,601
44502,26606,9336,32.5,14351,3127,678
45056,41792,27957,21.6,21473,7180,530
43764,42264,8750,39.3,21160,2102,304
44256,78924,62916,42.2,38406,4009,1006
44060,69125,60476,46.8,35895,3353,1239
45014,60962,43848,37.4,30349,3395,994
45011,66887,71451,36.8,29937,10037,2098
44035,46110,63318,40.5,25232,12844,2268
44691,53322,45048,40.6,28341,6230,929
45426,33417,15730,39.7,21299,4102,930
14094,56138,49170,42.3,29853,5600,1443
11753,168627,12596,44.8,76084,508,269
14750,55425,4483,47.9,39264,319,89
11801,106151,40340,43.9,40236,1892,837
14845,64468,20451,45.6,35638,1482,315
11548,133699,2963,22.1,37938,79,58
14219,51998,12092,41.1,28828,1865,407
50401,50722,29033,42.7,29692,3451,766
52302,70347,40340,39.4,35825,2911,747
52002,72607,16729,39.1,36776,1128,269
50310,61636,31877,35.4,31302,3876,733
50312,63826,16173,40.3,48688,1619,283
50321,59059,9134,30.5,33369,1511,157
50311,47182,15740,28.1,27066,3213,550
50316,44599,16774,31.9,20270,3368,747
50316,44599,16774,31.9,20270,3368,747
52806,53609,27872,36.1,26420,4349,580
52241,65635,20681,32.3,38758,3133,327
52732,43709,26943,43.1,26015,3971,706
50021,81186,27406,34.5,40293,1623,485
30833,34906,3065,43.8,19163,1022,42
50010,53887,33965,29.9,30341,6501,697
50511,54905,6975,47,31909,544,100
31501,35287,14963,39.5,20489,2947,206
31093,43609,28140,37,21953,6484,1262
30474,40835,16665,36.3,27655,3160,766
31601,25030,32084,29.9,15676,12533,1374
30084,66523,38484,40.7,32578,4877,1075
31601,25030,32084,29.9,15676,12533,1374
30024,108845,77334,38.6,41368,3305,1304
30401,36210,13598,35.8,17559,3672,449
31791,47401,12138,36.7,23774,2858,308
30080,68529,55361,33.2,43192,6967,1178
30350,64722,39464,34.5,47953,4505,1242
31082,37996,9636,41.4,22073,2521,299
31069,52016,20167,35.5,23554,2689,1088
75601,41932,16144,35.7,23955,2384,378
78413,73478,40778,34.5,35392,3931,1209
77004,50485,36959,28.1,32283,6867,1680
75074,69214,51147,33.7,30608,6299,1106
77581,94494,49612,35.9,37644,2862,837
77060,30342,44828,27,13127,14997,1353
95110,87634,20203,31,37655,2714,588
95124,143425,51170,39.7,57798,1990,1058
95128,88007,37665,36.2,44611,3431,770
92119,84191,23990,43.7,42059,2189,523
8822,110671,31119,44.4,52236,2407,803
8816,109041,46660,45.1,48257,2848,1669
11735,105454,33454,41.3,43661,1715,636
11554,105192,37358,41.9,41854,1579,924
13045,52726,29223,32.5,26346,4896,648
14043,59520,24420,43.4,32626,2141,559
85331,103800,29905,48.1,50100,2009,669
72301,31740,24477,33,18210,6628,1150
71603,40796,31731,41.9,23455,6199,1089
72455,38604,12279,41.8,22664,2163,201
71601,30710,14696,29.1,15371,3961,1057
72104,41208,23580,40.6,21170,4501,891
72201,59286,972,49.9,93901,137,8
72204,35942,30377,35.8,18599,8380,1028
72204,35942,30377,35.8,18599,8380,1028
72901,32424,20985,37.2,21032,5796,521
72903,44690,26143,38.8,31054,5247,459
72034,52581,50137,29.8,28800,8987,1012
72712,83327,53959,33.1,40065,3965,658
30310,31490,29658,35,21556,8437,1537
30315,28249,35511,33.4,20685,11599,2104
30005,127764,40056,37.6,54106,1702,939
31701,28140,18584,39.5,17680,6594,1298
42701,55314,50987,38.1,29233,6420,1213
42134,48337,17543,39,23539,2598,287
42240,40306,41743,36.7,23279,8887,1444
42240,40306,41743,36.7,23279,8887,1444
42301,45405,43295,38.7,26812,7804,1368
42431,47517,26055,40.6,25359,4721,700
42025,53707,19582,42.8,28149,1855,432
42055,51042,2577,48.8,29110,386,16
42066,39213,23285,40.6,21585,4559,1102
42003,39778,28667,42.4,25809,4657,778
71457,25780,27353,28.9,17880,10543,1385
37211,53188,76834,32.9,28634,14246,1854
37865,52029,21557,40.3,25982,2477,567
37210,34824,17935,30.1,22513,5475,371
38116,40353,39758,34.8,20586,11348,2324
38118,33523,38664,29.8,15530,12505,1912
38128,33353,45509,28.9,17299,13909,2110
38111,35932,43563,32.6,28275,12192,1528
37916,20808,12760,20.8,7745,4459,413
37920,41761,40920,37.3,25510,9160,1203
37604,39760,35754,37.6,30684,7710,1150
37615,57276,21819,40.5,33581,1962,301
37745,39697,17434,44.5,26645,2652,460
27105,33937,40530,36.3,16798,11089,1946
27983,31382,8631,45.9,19739,1891,333
41094,73948,15769,35.2,33908,1916,248
40906,30516,11814,40.5,20444,3594,403
40299,76587,40808,39.9,36725,1606,615
40336,30518,12597,42.8,17640,4229,560
40243,73448,10414,44.8,38933,622,149
40213,42437,16221,37.9,27405,2376,540
44287,55786,7688,38.6,24449,892,170
45255,73061,21767,42,41199,1617,460
96732,81329,29668,37.8,25970,2136,634
96101,42097,5500,46.2,22973,1007,219
38261,38778,15868,43.3,22892,3779,452
91502,38147,11598,37.3,25992,2206,365
98003,57185,49860,34.9,28727,8238,1700
20111,88207,35797,34.9,33261,3777,1101
17013,61122,36291,38.4,32180,3649,856
48661,43938,10446,48.6,24039,1497,323
19802,42329,26303,38,27845,6363,1190
30223,39341,36986,39.8,20337,8831,1185
80010,41076,43477,31.2,18270,9538,1437
96814,63495,19527,46.9,45549,2130,162
91740,82447,26115,40.5,32701,2730,995
30354,37967,16398,33.1,19056,5033,740
20854,206040,49194,47.4,91143,1115,882
30034,51603,46214,37.4,25067,7469,2925
46075,79183,6544,30,34148,417,159
74437,37315,9822,42.8,21353,1877,446
79925,47840,39711,35.7,24312,5485,1240
82930,55006,14183,35.9,25548,2141,450
58801,87934,30367,30.8,43993,2086,409
11226,52052,100277,34.7,26057,17403,3787
60110,63133,39333,30.5,23662,6235,1349
75040,61517,63153,34.1,22455,7135,1841
77077,65922,58131,35.2,48003,6587,1902
37620,40019,38969,43.3,24141,7201,1168
85710,41814,54663,41.1,26069,10134,1642
92504,62699,59556,33.2,24598,8451,2181
19804,58825,17453,39.8,28790,2006,806
98226,61779,44406,37.3,32069,6074,1438
70002,56786,20748,38.6,39086,2679,492
79925,47840,39711,35.7,24312,5485,1240
30180,61702,37325,34.7,27295,5131,1252
78221,40029,39523,33.4,17826,9121,1110
97006,74116,72831,33.1,33001,8548,1919
7047,61734,61970,38.1,29382,8856,2498
32219,50865,11931,43,21222,1628,595
55350,61389,17872,40.6,35312,1330,259
77708,48438,12918,33.5,27753,2110,253
33138,47604,29867,40.9,36588,6198,1350
91711,97593,36854,39.3,43584,2837,921
82070,50800,20336,29.5,28142,3620,449
29550,42243,31952,41,23804,6561,1632
32534,49130,14524,45.3,27022,1850,542
43617,86009,7268,46.8,46843,535,140
32073,57201,41863,38,27196,4899,1543
78613,101832,79699,35.1,39885,3617,1406
31029,52570,16459,39.5,27284,2527,625
47305,25057,3518,39.6,17670,1344,167
26301,43140,29028,41.2,24489,5630,867
19133,19130,27419,33.3,12499,14071,2234
70427,32917,19565,36.6,18225,6357,907
33498,99514,14404,47.8,46689,805,246
6095,88897,28948,43.7,39709,1507,1090
78660,83499,89830,34.1,33870,6234,1928
32304,23438,47787,21.8,11659,22189,4028
32304,23438,47787,21.8,11659,22189,4028
43128,50345,2558,37.5,21510,507,59
60523,103464,10136,58.7,81207,468,167
78218,40921,36359,32.7,20741,7466,962
18031,86711,9974,39.1,42043,380,341
72834,43851,10642,39,22293,1198,298
20742,0,6719,19,2175,0,10
30064,90567,49080,40.6,43555,3077,1152
68521,54659,34950,30.6,27763,5778,589
77024,116920,38379,43.7,90865,2401,578
75224,40306,37280,26.6,16972,9523,1852
85388,77700,29408,34.5,27979,1564,833
49660,48563,14336,47.3,25918,1403,365
97030,50318,37386,37.1,24900,7517,1218
55902,89792,25050,39.3,58098,1782,464
8037,73388,23800,43.2,35175,2056,786
23456,104280,54216,38.8,40365,2270,1471
33637,52635,17345,28.6,23833,2632,572
75234,66332,33737,38.4,33016,2601,591
8060,86706,24364,38,38220,1338,1090
44681,59801,7987,29.7,22828,485,30
92335,50730,99284,29,16138,19875,4565
4654,36615,3209,44.4,22481,698,134
92583,42931,32692,35.4,19167,7069,1347
95928,47599,37558,30.9,29696,8998,2183
53215,37223,60938,30.9,15793,18131,1836
95051,125520,58123,35.7,54668,2410,1330
77803,40907,31978,30.9,18158,7096,868
10075,137146,21556,45,120658,1075,113
48858,39583,50488,23.9,22047,14398,2193
75075,76610,36917,41.6,39155,3079,627
99504,78508,42504,32.1,33308,5799,1276
1040,40656,40376,34.9,23385,11630,1549
10467,37015,103732,33.7,19100,28506,6248
53713,42094,23029,28.9,26002,5099,688
46545,42577,24871,36.9,25828,3909,784
32920,46806,10181,57.1,39728,1261,213
89104,35484,38703,39.6,18927,9840,2045
31709,36438,15659,31.1,21167,4210,705
75110,44598,29213,36.1,22507,5531,1098
93277,57596,53015,33.4,27310,8191,1290
22060,83047,9858,23.9,29973,542,247
45039,92808,25142,37.1,43335,513,446
45402,26894,10053,34.8,20199,3539,672
42038,49375,5313,49.2,25499,642,40
61108,52852,27819,40.9,27193,3470,1203
45601,47427,56753,40.6,23422,9121,1643
85367,47243,22526,64.6,28562,2171,402
96778,37417,15125,45.5,21983,3810,828
15106,53077,19343,44.1,34370,2173,437
30260,46834,25487,32.4,18474,3897,1100
75791,73231,13305,37.9,28784,1914,390
68137,70041,25984,35.9,32760,1296,373
30340,48250,28028,32,23145,5595,757
11375,80542,73488,42.7,49852,6624,1748
61048,53455,3876,48.7,28191,331,79
89102,35627,38637,35.6,20517,10929,1583
29936,40478,13666,39,21159,2295,461
11003,97338,45263,38.7,31754,3093,1314
19606,69723,34804,41.1,33761,2674,1002
78681,103681,56959,36,38595,2592,1604
23517,51583,4421,36.1,41930,980,152
99504,78508,42504,32.1,33308,5799,1276
40299,76587,40808,39.9,36725,1606,615
49076,58576,4740,32.9,22870,412,141
60083,95644,9990,39,39263,279,343
49505,49322,32068,35.7,26766,4941,948
45036,75504,38221,37.1,30982,1778,528
99515,104677,23402,35.5,44798,1704,799
78543,31424,9118,32.2,12879,2862,340
97520,53250,25030,45.9,39158,4484,647
48504,31087,27361,35.4,17373,9648,2006
32097,67279,18518,37.8,29781,2277,492
70601,32068,32201,35.7,22313,8950,1244
67101,66981,4899,27.9,28596,510,142
37686,50705,8250,43.7,29027,898,86
61603,34167,16655,31.5,17944,4820,1471
37745,39697,17434,44.5,26645,2652,460
98005,113707,18765,37.6,66320,1192,308
98003,57185,49860,34.9,28727,8238,1700
30188,77454,63171,38.8,36677,4155,1527
19124,33427,68965,31,16653,23531,4373
59701,41340,33646,39.4,25970,6384,848
29841,49077,32470,38.6,25857,5695,1061
46240,58982,19706,41.8,46616,2649,363
67801,52730,30842,30.7,22578,4530,1021
29801,41703,28308,39.2,23045,5740,1435
33165,50758,56133,44.3,23309,9281,877
31558,61045,21307,32,28155,2662,709
90304,44574,25591,29.6,15695,5678,967
8226,70871,11202,54.7,48933,887,194
15132,30599,21289,45.3,21018,6353,1206
23602,62640,39391,36,31673,4667,1056
10011,128613,50472,40.6,121991,5483,1296
26062,49088,20936,45.6,27229,2814,620
55912,48995,28804,38.3,28615,3980,776
99350,59017,14017,37.4,26900,1280,290
46784,56488,1973,47.6,32617,191,53
46131,60988,32371,38.5,29153,3633,897
80120,68954,31830,40.4,42733,2895,746
97013,70461,23596,39.6,32315,2071,464
34203,51569,37632,47.4,26973,5625,1010
31620,46006,10836,36.8,21085,2271,217
75551,46642,10679,43.6,23476,2327,278
85306,61439,25206,38.2,26801,2757,674
93405,45611,36550,21.6,19751,10153,985
46320,30439,13703,31.4,17983,4795,618
93274,52096,73778,29.2,20659,14998,2096
2061,151306,10987,42.4,61522,354,235
78045,68957,65982,29.7,25944,7911,978
85224,69846,44333,34.6,34589,3971,1044
11510,108761,33484,41.7,40304,1922,849
33067,98750,27784,39.1,47962,1160,796
43606,41820,25219,31.8,28436,4922,1473
52402,63690,41407,35.2,34904,3369,591
48625,31564,13005,50.2,18832,3631,604
32407,60908,10433,39.4,32780,1027,288
78539,57784,35321,29.9,24924,7764,1092
33772,50833,22517,50.8,33803,2173,442
44483,37478,24836,43.2,22752,5633,539
43065,133496,42782,39.3,57054,941,643
95648,81267,52394,43.3,37312,4301,835
34769,45951,25018,39.3,22789,4865,795
34104,51793,24121,54.7,32492,3035,352
87124,56502,54780,39.8,27547,6132,1668
27870,36287,25792,41.1,22485,6125,887
78681,103681,56959,36,38595,2592,1604
76543,41950,30378,29.2,20262,5654,1729
25428,64639,13093,38.1,26659,1803,662
85233,85419,35284,35.9,37970,1988,819
40503,63165,29601,36.4,33610,3735,761
11215,123583,70156,36,70556,4957,1700
37129,69238,58040,36.5,31009,4120,1437
11374,63161,42653,43.8,37825,5662,1025
23518,54614,29723,36.4,32022,4070,983
22407,84829,58526,37.5,35086,4667,1689
93003,77185,52272,39.4,36589,4265,1369
30909,50749,43374,32.5,29586,7246,1605
1915,79483,41731,42,45358,3171,969
50213,51688,6850,39,26866,989,101
27263,44454,22028,41.5,23970,3042,667
28906,41856,19401,51.9,23833,2895,452
85741,59087,35219,35.5,27797,3898,1236
92835,102929,23867,44.9,52567,1541,443
53204,29641,38321,28.9,15495,15097,1550
29303,35452,25089,30.7,16484,5584,824
92020,55666,58742,34.9,26344,11421,2664
61270,57250,7007,46.2,29663,530,156
97006,74116,72831,33.1,33001,8548,1919
15065,54321,11558,45.4,27232,1248,179
89044,82144,20406,52.2,46450,901,348
21788,73194,11563,44.7,37181,679,350
62535,86250,3003,44.8,47955,36,44
69153,45703,5524,44.3,27826,721,133
77979,57500,17648,37.9,27476,2278,645
11772,75856,45964,39.4,36226,4244,1350
1073,93854,6140,45.7,46378,212,174
17109,52281,23530,38.5,29606,3583,754
78504,65211,56000,32.6,27603,9711,2001
30752,44693,8463,43.2,24422,1243,133
48393,52902,16760,36,34156,1911,363
39532,58008,37122,37.3,26497,4526,1283
47006,61588,11499,42.3,32446,914,218
97128,53815,38160,37.1,30042,5862,997
46952,45037,18823,46.3,25601,2977,540
85201,38180,51519,31.5,19882,12469,1769
33067,98750,27784,39.1,47962,1160,796
45231,53863,40071,40.3,27031,5709,1323
72916,69891,8127,43.6,36984,451,149
54701,56810,40130,34.6,31100,4965,802
54703,53539,44093,32.5,28177,7229,1120
54701,56810,40130,34.6,31100,4965,802
54701,56810,40130,34.6,31100,4965,802
